,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
30204,30205,2013,6,12,12,2,,66.0,54.0,60.0,14.0,50.0,1008.0,25.0,SE,7.15,0.0,0.0
30205,30206,2013,6,12,13,2,,74.0,57.0,65.0,14.0,47.0,1007.0,26.0,SE,10.28,0.0,0.0
30206,30207,2013,6,12,14,2,,79.0,84.0,72.0,15.0,47.0,1007.0,27.0,SE,13.41,0.0,0.0
30207,30208,2013,6,12,15,2,,88.0,71.0,83.0,15.0,47.0,1006.0,27.0,SE,17.43,0.0,0.0
30208,30209,2013,6,12,16,2,,98.0,82.0,87.0,15.0,50.0,1006.0,26.0,SE,20.56,0.0,0.0
30209,30210,2013,6,12,17,2,,100.0,91.0,83.0,14.0,47.0,1006.0,26.0,SE,24.58,0.0,0.0
30210,30211,2013,6,12,18,2,,94.0,78.0,90.0,14.0,47.0,1006.0,26.0,SE,27.71,0.0,0.0
30211,30212,2013,6,12,19,2,,110.0,80.0,101.0,14.0,50.0,1006.0,25.0,SE,30.84,0.0,0.0
30212,30213,2013,6,12,20,2,,119.0,108.0,113.0,15.0,60.0,1007.0,23.0,SE,32.63,0.0,0.0
30213,30214,2013,6,12,21,2,,107.0,97.0,101.0,15.0,64.0,1007.0,22.0,SE,35.76,0.0,0.0
30214,30215,2013,6,12,22,2,,114.0,103.0,104.0,15.0,64.0,1008.0,22.0,SE,38.89,0.0,0.0
30215,30216,2013,6,12,23,2,,105.0,91.0,93.0,15.0,68.0,1008.0,21.0,SE,39.78,0.0,0.0
30216,30217,2013,6,13,0,2,,102.0,85.0,98.0,15.0,72.0,1008.0,20.0,SE,41.57,0.0,0.0
30217,30218,2013,6,13,1,2,,121.0,79.0,110.0,15.0,82.0,1008.0,18.0,cv,0.89,0.0,0.0
30218,30219,2013,6,13,2,2,,119.0,112.0,108.0,15.0,88.0,1008.0,17.0,NW,1.79,0.0,0.0
30219,30220,2013,6,13,3,2,,120.0,112.0,111.0,15.0,88.0,1008.0,17.0,NE,0.89,0.0,0.0
30220,30221,2013,6,13,4,2,,120.0,102.0,106.0,15.0,88.0,1008.0,17.0,cv,0.89,0.0,0.0
30221,30222,2013,6,13,5,2,,115.0,105.0,109.0,15.0,88.0,1008.0,17.0,cv,1.78,0.0,0.0
30222,30223,2013,6,13,6,2,,121.0,89.0,111.0,16.0,88.0,1009.0,18.0,NW,1.79,0.0,0.0
30223,30224,2013,6,13,7,2,,,109.0,112.0,16.0,73.0,1009.0,21.0,NE,1.79,0.0,0.0
30224,30225,2013,6,13,8,2,,122.0,121.0,112.0,15.0,64.0,1009.0,22.0,NE,4.92,0.0,0.0
30225,30226,2013,6,13,9,2,,131.0,127.0,110.0,16.0,60.0,1009.0,24.0,cv,1.79,0.0,0.0
30226,30227,2013,6,13,10,2,,146.0,128.0,121.0,16.0,57.0,1009.0,25.0,SE,3.13,0.0,0.0
30227,30228,2013,6,13,11,2,,156.0,,125.0,16.0,54.0,1009.0,26.0,SE,4.92,0.0,0.0
30228,30229,2013,6,13,12,2,,163.0,3.0,130.0,16.0,50.0,1009.0,27.0,SE,8.05,0.0,0.0
30229,30230,2013,6,13,13,2,,168.0,3.0,134.0,17.0,48.0,1008.0,29.0,SE,11.18,0.0,0.0
30230,30231,2013,6,13,14,2,143.0,147.0,3.0,124.0,17.0,48.0,1008.0,29.0,SE,15.2,0.0,0.0
30231,30232,2013,6,13,15,2,120.0,124.0,,109.0,16.0,42.0,1007.0,30.0,SE,20.12,0.0,0.0
30232,30233,2013,6,13,16,2,86.0,74.0,,78.0,15.0,40.0,1007.0,30.0,SE,25.93,0.0,0.0
30233,30234,2013,6,13,17,2,93.0,83.0,,90.0,12.0,33.0,1006.0,30.0,SE,29.95,0.0,0.0
30234,30235,2013,6,13,18,2,106.0,100.0,,103.0,14.0,37.0,1006.0,30.0,SE,33.08,0.0,0.0
30235,30236,2013,6,13,19,2,116.0,117.0,,103.0,15.0,45.0,1006.0,28.0,SE,34.87,0.0,0.0
30236,30237,2013,6,13,20,2,130.0,137.0,,122.0,18.0,65.0,1007.0,25.0,cv,0.89,0.0,0.0
30237,30238,2013,6,13,21,2,99.0,101.0,,97.0,16.0,57.0,1007.0,25.0,SE,3.13,0.0,0.0
30238,30239,2013,6,13,22,2,83.0,86.0,,75.0,13.0,47.0,1008.0,25.0,SE,7.15,0.0,0.0
30239,30240,2013,6,13,23,2,79.0,86.0,,80.0,11.0,41.0,1008.0,25.0,SE,11.17,0.0,0.0
30240,30241,2013,6,14,0,2,85.0,71.0,,81.0,10.0,38.0,1008.0,25.0,SE,14.3,0.0,0.0
30241,30242,2013,6,14,1,2,70.0,88.0,,70.0,13.0,60.0,1008.0,21.0,SE,16.09,0.0,0.0
30242,30243,2013,6,14,2,2,76.0,67.0,,77.0,11.0,49.0,1008.0,22.0,SE,17.88,0.0,0.0
30243,30244,2013,6,14,3,2,76.0,81.0,,80.0,11.0,49.0,1008.0,22.0,SE,21.01,0.0,0.0
30244,30245,2013,6,14,4,2,81.0,87.0,,82.0,11.0,52.0,1008.0,21.0,SE,24.14,0.0,0.0
30245,30246,2013,6,14,5,2,86.0,91.0,,83.0,11.0,52.0,1009.0,21.0,SE,27.27,0.0,0.0
30246,30247,2013,6,14,6,2,93.0,91.0,,91.0,12.0,56.0,1009.0,21.0,SE,30.4,0.0,0.0
30247,30248,2013,6,14,7,2,102.0,,,94.0,13.0,56.0,1009.0,22.0,SE,33.53,0.0,0.0
30248,30249,2013,6,14,8,2,114.0,119.0,,105.0,13.0,50.0,1010.0,24.0,SE,37.55,0.0,0.0
30249,30250,2013,6,14,9,2,128.0,129.0,,115.0,13.0,44.0,1009.0,26.0,SE,40.68,0.0,0.0
30250,30251,2013,6,14,10,2,149.0,129.0,,130.0,14.0,44.0,1009.0,27.0,SE,43.81,0.0,0.0
30251,30252,2013,6,14,11,2,166.0,159.0,,143.0,13.0,39.0,1009.0,28.0,SE,46.94,0.0,0.0
30252,30253,2013,6,14,12,2,146.0,,,132.0,14.0,37.0,1009.0,30.0,SE,50.07,0.0,0.0
30253,30254,2013,6,14,13,2,123.0,115.0,,119.0,14.0,37.0,1008.0,30.0,SE,54.09,0.0,0.0
30254,30255,2013,6,14,14,2,109.0,110.0,,111.0,14.0,35.0,1007.0,31.0,SE,59.01,0.0,0.0
30255,30256,2013,6,14,15,2,128.0,120.0,,127.0,13.0,33.0,1007.0,31.0,SE,63.93,0.0,0.0
30256,30257,2013,6,14,16,2,143.0,120.0,,126.0,14.0,35.0,1006.0,31.0,SE,68.85,0.0,0.0
30257,30258,2013,6,14,17,2,137.0,155.0,,132.0,15.0,40.0,1006.0,30.0,SE,73.77,0.0,0.0
30258,30259,2013,6,14,18,2,131.0,150.0,,127.0,15.0,42.0,1005.0,29.0,SE,76.9,0.0,0.0
30259,30260,2013,6,14,19,2,135.0,146.0,,131.0,14.0,39.0,1006.0,29.0,SE,80.03,0.0,0.0
30260,30261,2013,6,14,20,2,131.0,115.0,,117.0,14.0,44.0,1007.0,27.0,SE,84.95,0.0,0.0
30261,30262,2013,6,14,21,2,108.0,117.0,,115.0,13.0,44.0,1007.0,26.0,SE,88.97,0.0,0.0
30262,30263,2013,6,14,22,2,105.0,114.0,,105.0,13.0,50.0,1008.0,24.0,SE,92.99,0.0,0.0
30263,30264,2013,6,14,23,2,80.0,105.0,,103.0,13.0,56.0,1008.0,22.0,SE,94.78,0.0,0.0
30264,30265,2013,6,15,0,2,70.0,112.0,,107.0,13.0,56.0,1007.0,22.0,SE,97.91,0.0,0.0
30265,30266,2013,6,15,1,2,71.0,102.0,,101.0,13.0,60.0,1007.0,21.0,NE,1.79,0.0,0.0
30266,30267,2013,6,15,2,2,86.0,108.0,,100.0,13.0,68.0,1008.0,19.0,NE,3.58,0.0,0.0
30267,30268,2013,6,15,3,2,86.0,81.0,,69.0,12.0,56.0,1007.0,21.0,SE,3.13,0.0,0.0
30268,30269,2013,6,15,4,2,73.0,71.0,,70.0,12.0,59.0,1007.0,20.0,cv,0.89,0.0,0.0
30269,30270,2013,6,15,5,2,66.0,78.0,,69.0,14.0,68.0,1008.0,20.0,SE,1.79,0.0,0.0
30270,30271,2013,6,15,6,2,70.0,96.0,,78.0,14.0,68.0,1008.0,20.0,cv,0.89,0.0,0.0
30271,30272,2013,6,15,7,2,89.0,109.0,,93.0,14.0,64.0,1008.0,21.0,SE,3.13,0.0,0.0
30272,30273,2013,6,15,8,2,98.0,122.0,,95.0,14.0,60.0,1009.0,22.0,SE,6.26,0.0,0.0
30273,30274,2013,6,15,9,2,112.0,130.0,,108.0,15.0,57.0,1009.0,24.0,SE,8.05,0.0,0.0
30274,30275,2013,6,15,10,2,134.0,130.0,,123.0,15.0,53.0,1008.0,25.0,SE,9.84,0.0,0.0
30275,30276,2013,6,15,11,2,150.0,156.0,,129.0,15.0,50.0,1008.0,26.0,SE,11.63,0.0,0.0
30276,30277,2013,6,15,12,2,156.0,158.0,,132.0,15.0,45.0,1007.0,28.0,cv,0.89,0.0,0.0
30277,30278,2013,6,15,13,2,167.0,167.0,,141.0,15.0,42.0,1006.0,29.0,SE,1.79,0.0,0.0
30278,30279,2013,6,15,14,2,178.0,176.0,,151.0,16.0,42.0,1006.0,30.0,cv,1.79,0.0,0.0
30279,30280,2013,6,15,15,2,164.0,161.0,,144.0,15.0,37.0,1006.0,31.0,SE,1.79,0.0,0.0
30280,30281,2013,6,15,16,2,155.0,144.0,,140.0,16.0,40.0,1005.0,31.0,SE,3.58,0.0,0.0
30281,30282,2013,6,15,17,2,163.0,163.0,,148.0,16.0,40.0,1005.0,31.0,SE,6.71,0.0,0.0
30282,30283,2013,6,15,18,2,177.0,183.0,,168.0,18.0,48.0,1005.0,30.0,SE,8.5,0.0,0.0
30283,30284,2013,6,15,19,2,208.0,210.0,,197.0,19.0,54.0,1005.0,29.0,SE,10.29,0.0,0.0
30284,30285,2013,6,15,20,2,227.0,220.0,,203.0,19.0,58.0,1005.0,28.0,SE,12.08,0.0,0.0
30285,30286,2013,6,15,21,2,176.0,170.0,,157.0,18.0,57.0,1006.0,27.0,SE,15.21,0.0,0.0
30286,30287,2013,6,15,22,2,164.0,154.0,,146.0,16.0,54.0,1006.0,26.0,SE,17.0,0.0,0.0
30287,30288,2013,6,15,23,2,158.0,154.0,,148.0,15.0,53.0,1006.0,25.0,SE,18.79,0.0,0.0
30288,30289,2013,6,16,0,2,140.0,138.0,,138.0,16.0,60.0,1006.0,24.0,cv,0.89,0.0,0.0
30289,30290,2013,6,16,1,2,129.0,149.0,,147.0,16.0,64.0,1005.0,23.0,cv,1.78,0.0,0.0
30290,30291,2013,6,16,2,2,137.0,148.0,,133.0,16.0,64.0,1005.0,23.0,NE,0.89,0.0,0.0
30291,30292,2013,6,16,3,2,133.0,139.0,,131.0,15.0,57.0,1004.0,24.0,SE,1.79,0.0,0.0
30292,30293,2013,6,16,4,2,132.0,143.0,,138.0,16.0,64.0,1004.0,23.0,SE,3.58,0.0,0.0
30293,30294,2013,6,16,5,2,132.0,146.0,,140.0,17.0,68.0,1004.0,23.0,SE,5.37,0.0,0.0
30294,30295,2013,6,16,6,2,144.0,157.0,,154.0,17.0,68.0,1004.0,23.0,SE,9.39,0.0,0.0
30295,30296,2013,6,16,7,2,162.0,158.0,,152.0,18.0,73.0,1004.0,23.0,SE,11.18,0.0,0.0
30296,30297,2013,6,16,8,2,165.0,170.0,,160.0,18.0,73.0,1004.0,23.0,SE,15.2,0.0,0.0
30297,30298,2013,6,16,9,2,174.0,178.0,,165.0,19.0,73.0,1004.0,24.0,SE,16.99,0.0,0.0
30298,30299,2013,6,16,10,2,183.0,192.0,,181.0,19.0,73.0,1004.0,24.0,SE,18.78,0.0,0.0
30299,30300,2013,6,16,11,2,199.0,198.0,,196.0,20.0,83.0,1003.0,23.0,SE,20.57,0.2,0.2
30300,30301,2013,6,16,12,2,207.0,200.0,,200.0,20.0,83.0,1003.0,23.0,SE,22.36,0.4,0.6
30301,30302,2013,6,16,13,2,206.0,202.0,,201.0,20.0,88.0,1003.0,22.0,NW,3.13,0.9,1.5
30302,30303,2013,6,16,14,2,209.0,196.0,,200.0,20.0,94.0,1002.0,21.0,NE,1.79,0.0,0.0
30303,30304,2013,6,16,15,2,202.0,190.0,,198.0,20.0,88.0,1002.0,22.0,NE,3.58,0.0,0.0
30304,30305,2013,6,16,16,2,208.0,190.0,,199.0,20.0,88.0,1002.0,22.0,NW,3.13,0.0,0.0
30305,30306,2013,6,16,17,2,205.0,193.0,,205.0,20.0,88.0,1001.0,22.0,NW,6.26,0.0,0.0
30306,30307,2013,6,16,18,2,217.0,184.0,,199.0,20.0,88.0,1002.0,22.0,NW,8.05,0.0,0.0
30307,30308,2013,6,16,19,2,220.0,189.0,,209.0,20.0,94.0,1002.0,21.0,NW,11.18,0.0,0.0
30308,30309,2013,6,16,20,2,217.0,190.0,,199.0,20.0,88.0,1003.0,22.0,NW,14.31,0.0,0.0
30309,30310,2013,6,16,21,2,202.0,189.0,,190.0,19.0,83.0,1004.0,22.0,NW,17.44,0.1,0.1
30310,30311,2013,6,16,22,2,194.0,191.0,,189.0,20.0,88.0,1003.0,22.0,NE,3.13,0.0,0.0
30311,30312,2013,6,16,23,2,186.0,165.0,,163.0,19.0,83.0,1003.0,22.0,NE,8.05,0.0,0.0
30312,30313,2013,6,17,0,2,140.0,101.0,,101.0,19.0,83.0,1003.0,22.0,NE,12.97,0.0,0.0
30313,30314,2013,6,17,1,2,59.0,101.0,,50.0,18.0,82.0,1003.0,21.0,NE,16.99,0.0,0.0
30314,30315,2013,6,17,2,2,40.0,,,41.0,17.0,77.0,1003.0,21.0,NE,21.01,0.0,0.0
30315,30316,2013,6,17,3,2,40.0,,,43.0,17.0,77.0,1003.0,21.0,NE,25.03,0.0,0.0
30316,30317,2013,6,17,4,2,27.0,,,25.0,17.0,77.0,1002.0,21.0,NE,29.05,0.0,0.0
30317,30318,2013,6,17,5,2,12.0,,,17.0,17.0,77.0,1003.0,21.0,NW,1.79,0.0,0.0
30318,30319,2013,6,17,6,2,3.0,,,14.0,17.0,77.0,1003.0,21.0,NW,4.92,0.0,0.0
30319,30320,2013,6,17,7,2,11.0,,,16.0,17.0,73.0,1003.0,22.0,NW,6.71,0.0,0.0
30320,30321,2013,6,17,8,2,15.0,,,20.0,17.0,64.0,1003.0,24.0,NE,4.02,0.0,0.0
30321,30322,2013,6,17,9,2,14.0,,,8.0,16.0,54.0,1003.0,26.0,NE,8.04,0.0,0.0
30322,30323,2013,6,17,10,2,10.0,,,14.0,16.0,50.0,1002.0,27.0,NE,11.17,0.0,0.0
30323,30324,2013,6,17,11,2,24.0,,,18.0,14.0,44.0,1002.0,27.0,NE,12.96,0.0,0.0
30324,30325,2013,6,17,12,2,6.0,,,16.0,15.0,47.0,1002.0,27.0,cv,0.89,0.0,0.0
30325,30326,2013,6,17,13,2,18.0,18.0,,17.0,16.0,45.0,1001.0,29.0,SE,1.79,0.0,0.0
30326,30327,2013,6,17,14,2,26.0,20.0,,29.0,14.0,37.0,1001.0,30.0,SE,3.58,0.0,0.0
30327,30328,2013,6,17,15,2,46.0,44.0,,39.0,15.0,37.0,1000.0,31.0,cv,3.13,0.0,0.0
30328,30329,2013,6,17,16,2,28.0,37.0,,40.0,15.0,37.0,1000.0,31.0,SE,3.13,0.0,0.0
30329,30330,2013,6,17,17,2,33.0,37.0,,41.0,16.0,42.0,999.0,30.0,SE,6.26,0.0,0.0
30330,30331,2013,6,17,18,2,45.0,45.0,,46.0,16.0,45.0,999.0,29.0,SE,9.39,0.0,0.0
30331,30332,2013,6,17,19,2,45.0,48.0,,55.0,15.0,45.0,999.0,28.0,SE,12.52,0.0,0.0
30332,30333,2013,6,17,20,2,55.0,45.0,,57.0,17.0,54.0,1000.0,27.0,SE,16.54,0.0,0.0
30333,30334,2013,6,17,21,2,61.0,46.0,,52.0,17.0,54.0,1000.0,27.0,SE,19.67,0.0,0.0
30334,30335,2013,6,17,22,2,56.0,38.0,,52.0,16.0,50.0,1000.0,27.0,SE,22.8,0.0,0.0
30335,30336,2013,6,17,23,2,56.0,45.0,,49.0,15.0,47.0,1000.0,27.0,SE,25.93,0.0,0.0
30336,30337,2013,6,18,0,2,61.0,49.0,,54.0,17.0,64.0,999.0,24.0,cv,0.89,0.0,0.0
30337,30338,2013,6,18,1,2,57.0,70.0,,62.0,18.0,69.0,999.0,24.0,cv,1.78,0.0,0.0
30338,30339,2013,6,18,2,2,56.0,65.0,,55.0,18.0,73.0,999.0,23.0,SE,0.89,0.0,0.0
30339,30340,2013,6,18,3,2,52.0,77.0,,68.0,18.0,78.0,999.0,22.0,NE,0.89,0.0,0.0
30340,30341,2013,6,18,4,2,55.0,83.0,,66.0,19.0,83.0,998.0,22.0,NW,1.79,0.0,0.0
30341,30342,2013,6,18,5,2,60.0,84.0,,67.0,19.0,83.0,998.0,22.0,SE,0.89,0.0,0.0
30342,30343,2013,6,18,6,2,58.0,79.0,,80.0,20.0,83.0,998.0,23.0,NE,0.89,0.0,0.0
30343,30344,2013,6,18,7,2,60.0,69.0,,74.0,20.0,69.0,998.0,26.0,cv,0.89,0.0,0.0
30344,30345,2013,6,18,8,2,48.0,75.0,53.0,64.0,20.0,65.0,998.0,27.0,cv,1.78,0.0,0.0
30345,30346,2013,6,18,9,2,33.0,30.0,54.0,23.0,17.0,48.0,998.0,29.0,cv,2.67,0.0,0.0
30346,30347,2013,6,18,10,2,31.0,24.0,,31.0,16.0,42.0,998.0,30.0,SE,3.13,0.0,0.0
30347,30348,2013,6,18,11,2,32.0,28.0,,28.0,12.0,29.0,997.0,32.0,SE,7.15,0.0,0.0
30348,30349,2013,6,18,12,2,32.0,46.0,,48.0,12.0,27.0,997.0,33.0,SE,12.07,0.0,0.0
30349,30350,2013,6,18,13,2,39.0,47.0,,37.0,13.0,29.0,996.0,33.0,SE,16.99,0.0,0.0
30350,30351,2013,6,18,14,2,38.0,34.0,,39.0,14.0,31.0,995.0,33.0,SE,22.8,0.0,0.0
30351,30352,2013,6,18,15,2,28.0,23.0,,33.0,13.0,29.0,995.0,33.0,SE,28.61,0.0,0.0
30352,30353,2013,6,18,16,2,26.0,19.0,,35.0,12.0,27.0,994.0,33.0,SE,33.53,0.0,0.0
30353,30354,2013,6,18,17,2,40.0,30.0,21.0,40.0,12.0,27.0,995.0,33.0,SE,38.45,0.0,0.0
30354,30355,2013,6,18,18,2,37.0,39.0,34.0,45.0,12.0,29.0,995.0,32.0,SE,42.47,0.0,0.0
30355,30356,2013,6,18,19,2,38.0,52.0,40.0,51.0,13.0,35.0,996.0,30.0,SE,46.49,0.0,0.0
30356,30357,2013,6,18,20,2,53.0,70.0,40.0,62.0,16.0,48.0,997.0,28.0,SE,48.28,0.0,0.0
30357,30358,2013,6,18,21,2,53.0,75.0,52.0,66.0,17.0,54.0,998.0,27.0,NE,1.79,0.0,0.0
30358,30359,2013,6,18,22,2,72.0,85.0,68.0,75.0,17.0,54.0,1000.0,27.0,SE,1.79,0.0,0.0
30359,30360,2013,6,18,23,2,93.0,90.0,92.0,86.0,18.0,65.0,1000.0,25.0,SE,4.92,0.0,0.0
30360,30361,2013,6,19,0,2,82.0,79.0,81.0,76.0,18.0,69.0,1001.0,24.0,SE,6.71,0.0,0.0
30361,30362,2013,6,19,1,2,59.0,64.0,63.0,70.0,18.0,73.0,1001.0,23.0,cv,0.89,0.0,0.0
30362,30363,2013,6,19,2,2,55.0,65.0,63.0,69.0,18.0,78.0,1002.0,22.0,cv,1.78,0.0,0.0
30363,30364,2013,6,19,3,2,63.0,68.0,64.0,78.0,18.0,82.0,1002.0,21.0,NE,0.89,0.0,0.0
30364,30365,2013,6,19,4,2,74.0,79.0,77.0,86.0,18.0,82.0,1002.0,21.0,SE,0.89,0.0,0.0
30365,30366,2013,6,19,5,2,82.0,97.0,80.0,85.0,18.0,82.0,1002.0,21.0,cv,0.89,0.0,0.0
30366,30367,2013,6,19,6,2,95.0,97.0,90.0,89.0,19.0,83.0,1003.0,22.0,cv,1.34,0.0,0.0
30367,30368,2013,6,19,7,2,117.0,114.0,114.0,94.0,19.0,69.0,1003.0,25.0,NW,1.79,0.0,0.0
30368,30369,2013,6,19,8,2,81.0,104.0,96.0,67.0,19.0,61.0,1003.0,27.0,NW,4.92,0.0,0.0
30369,30370,2013,6,19,9,2,40.0,73.0,59.0,47.0,19.0,51.0,1003.0,30.0,NW,6.71,0.0,0.0
30370,30371,2013,6,19,10,2,32.0,37.0,47.0,34.0,17.0,40.0,1003.0,32.0,NW,9.84,0.0,0.0
30371,30372,2013,6,19,11,2,23.0,30.0,19.0,21.0,13.0,31.0,1003.0,32.0,cv,0.89,0.0,0.0
30372,30373,2013,6,19,12,2,19.0,25.0,12.0,22.0,11.0,24.0,1003.0,34.0,cv,4.02,0.0,0.0
30373,30374,2013,6,19,13,2,8.0,25.0,14.0,18.0,11.0,23.0,1002.0,35.0,cv,5.81,0.0,0.0
30374,30375,2013,6,19,14,2,15.0,6.0,12.0,20.0,9.0,20.0,1002.0,35.0,NE,1.79,0.0,0.0
30375,30376,2013,6,19,15,2,10.0,19.0,15.0,16.0,8.0,18.0,1001.0,36.0,SE,3.13,0.0,0.0
30376,30377,2013,6,19,16,2,17.0,10.0,12.0,16.0,6.0,15.0,1001.0,36.0,NW,1.79,0.0,0.0
30377,30378,2013,6,19,17,2,21.0,23.0,18.0,21.0,9.0,20.0,1001.0,35.0,SE,1.79,0.0,0.0
30378,30379,2013,6,19,18,2,41.0,32.0,35.0,36.0,10.0,24.0,1001.0,33.0,SE,3.58,0.0,0.0
30379,30380,2013,6,19,19,2,42.0,37.0,55.0,44.0,13.0,33.0,1002.0,31.0,SE,4.47,0.0,0.0
30380,30381,2013,6,19,20,2,48.0,37.0,40.0,48.0,10.0,24.0,1002.0,33.0,SE,7.6,0.0,0.0
30381,30382,2013,6,19,21,2,53.0,48.0,51.0,56.0,12.0,29.0,1002.0,32.0,cv,3.13,0.0,0.0
30382,30383,2013,6,19,22,2,53.0,57.0,54.0,59.0,13.0,33.0,1003.0,31.0,SE,1.79,0.0,0.0
30383,30384,2013,6,19,23,2,59.0,74.0,58.0,64.0,17.0,51.0,1003.0,28.0,cv,0.89,0.0,0.0
30384,30385,2013,6,20,0,2,61.0,70.0,57.0,58.0,16.0,48.0,1003.0,28.0,SE,1.79,0.0,0.0
30385,30386,2013,6,20,1,2,64.0,98.0,62.0,95.0,17.0,57.0,1003.0,26.0,NE,1.79,0.0,0.0
30386,30387,2013,6,20,2,2,64.0,123.0,62.0,108.0,17.0,57.0,1004.0,26.0,SE,1.79,0.0,0.0
30387,30388,2013,6,20,3,2,83.0,123.0,101.0,105.0,18.0,65.0,1004.0,25.0,NE,0.89,0.0,0.0
30388,30389,2013,6,20,4,2,113.0,136.0,120.0,128.0,19.0,69.0,1005.0,25.0,cv,0.89,0.0,0.0
30389,30390,2013,6,20,5,2,132.0,138.0,127.0,124.0,19.0,73.0,1005.0,24.0,NW,1.79,0.0,0.0
30390,30391,2013,6,20,6,2,104.0,124.0,116.0,95.0,19.0,73.0,1005.0,24.0,NW,3.58,0.0,0.0
30391,30392,2013,6,20,7,2,45.0,51.0,62.0,41.0,19.0,73.0,1006.0,24.0,NW,5.37,0.0,0.0
30392,30393,2013,6,20,8,2,30.0,40.0,35.0,37.0,19.0,69.0,1007.0,25.0,NW,6.26,0.0,0.0
30393,30394,2013,6,20,9,2,30.0,40.0,36.0,39.0,18.0,57.0,1007.0,27.0,NE,1.79,0.0,0.0
30394,30395,2013,6,20,10,2,26.0,35.0,36.0,,17.0,48.0,1007.0,29.0,NE,4.92,0.0,0.0
30395,30396,2013,6,20,11,2,26.0,31.0,21.0,,15.0,40.0,1007.0,30.0,NE,8.94,0.0,0.0
30396,30397,2013,6,20,12,2,28.0,37.0,27.0,38.0,14.0,35.0,1007.0,31.0,NE,12.07,0.0,0.0
30397,30398,2013,6,20,13,2,24.0,17.0,24.0,30.0,14.0,35.0,1007.0,31.0,NE,12.96,0.0,0.0
30398,30399,2013,6,20,14,2,27.0,24.0,24.0,34.0,15.0,37.0,1007.0,31.0,SE,1.79,0.0,0.0
30399,30400,2013,6,20,15,2,49.0,48.0,44.0,51.0,15.0,37.0,1007.0,31.0,SE,3.58,0.0,0.0
30400,30401,2013,6,20,16,2,61.0,60.0,58.0,68.0,14.0,37.0,1007.0,30.0,SE,6.71,0.0,0.0
30401,30402,2013,6,20,17,2,81.0,112.0,117.0,118.0,16.0,42.0,1007.0,30.0,SE,9.84,0.0,0.0
30402,30403,2013,6,20,18,2,67.0,182.0,139.0,77.0,19.0,58.0,1008.0,28.0,SE,11.63,0.0,0.0
30403,30404,2013,6,20,19,2,130.0,209.0,230.0,212.0,17.0,54.0,1008.0,27.0,SE,14.76,0.0,0.0
30404,30405,2013,6,20,20,2,172.0,167.0,198.0,188.0,15.0,50.0,1008.0,26.0,cv,0.89,0.0,0.0
30405,30406,2013,6,20,21,2,172.0,139.0,142.0,146.0,16.0,54.0,1009.0,26.0,SE,1.79,0.0,0.0
30406,30407,2013,6,20,22,2,137.0,129.0,132.0,129.0,17.0,54.0,1009.0,27.0,SE,4.92,0.0,0.0
30407,30408,2013,6,20,23,2,92.0,124.0,107.0,102.0,18.0,61.0,1009.0,26.0,cv,0.89,0.0,0.0
30408,30409,2013,6,21,0,2,73.0,137.0,110.0,123.0,18.0,69.0,1009.0,24.0,NE,0.89,0.0,0.0
30409,30410,2013,6,21,1,2,84.0,154.0,127.0,132.0,18.0,69.0,1009.0,24.0,SE,1.79,0.0,0.0
30410,30411,2013,6,21,2,2,118.0,166.0,136.0,155.0,18.0,73.0,1009.0,23.0,cv,0.89,0.0,0.0
30411,30412,2013,6,21,3,2,119.0,179.0,147.0,165.0,18.0,78.0,1009.0,22.0,SE,1.79,0.0,0.0
30412,30413,2013,6,21,4,2,72.0,172.0,123.0,154.0,18.0,82.0,1009.0,21.0,NE,0.89,0.0,0.0
30413,30414,2013,6,21,5,2,49.0,113.0,64.0,69.0,18.0,82.0,1009.0,21.0,cv,0.89,0.0,0.0
30414,30415,2013,6,21,6,2,52.0,50.0,48.0,58.0,19.0,83.0,1010.0,22.0,cv,1.34,0.0,0.0
30415,30416,2013,6,21,7,2,38.0,50.0,48.0,88.0,19.0,73.0,1010.0,24.0,NW,1.79,0.0,0.0
30416,30417,2013,6,21,8,2,72.0,170.0,103.0,122.0,18.0,61.0,1010.0,26.0,NW,3.58,0.0,0.0
30417,30418,2013,6,21,9,2,83.0,131.0,110.0,105.0,18.0,54.0,1010.0,28.0,cv,0.89,0.0,0.0
30418,30419,2013,6,21,10,2,83.0,112.0,110.0,84.0,17.0,45.0,1010.0,30.0,NW,3.13,0.0,0.0
30419,30420,2013,6,21,11,2,61.0,76.0,85.0,52.0,16.0,40.0,1010.0,31.0,SE,3.13,0.0,0.0
30420,30421,2013,6,21,12,2,22.0,37.0,32.0,32.0,15.0,35.0,1009.0,32.0,SE,6.26,0.0,0.0
30421,30422,2013,6,21,13,2,28.0,20.0,32.0,30.0,16.0,38.0,1009.0,32.0,SE,9.39,0.0,0.0
30422,30423,2013,6,21,14,2,46.0,37.0,44.0,46.0,14.0,33.0,1008.0,32.0,SE,15.2,0.0,0.0
30423,30424,2013,6,21,15,2,61.0,37.0,62.0,67.0,14.0,35.0,1008.0,31.0,SE,22.35,0.0,0.0
30424,30425,2013,6,21,16,2,64.0,60.0,65.0,67.0,17.0,48.0,1008.0,29.0,SE,28.16,0.0,0.0
