No,pm,DEWP,TEMP,PRES,Iws,Is,Ir,HUMI,precipitation,Iprec,cbwd,rain,snow
4800,50,20,22.0,1005.0,1.79,0,1,88.0,0.1,4.0,3.0,1.0,0.0
4801,63,20,22.0,1004.0,0.45,0,2,88.0,0.4,4.4,2.0,1.0,0.0
4802,60,19,22.0,1003.0,4.02,0,3,83.0,0.3,4.7,1.0,1.0,0.0
4803,53,19,22.0,1003.0,1.79,0,4,83.0,0.1,4.8,3.0,1.0,0.0
4804,54,19,22.0,1003.0,0.89,0,5,83.0,0.0,0.0,1.0,1.0,0.0
4805,58,19,22.0,1003.0,4.91,0,0,83.0,0.0,0.0,1.0,0.0,0.0
4806,46,19,22.0,1003.0,8.04,0,0,83.0,0.0,0.0,1.0,0.0,0.0
4807,49,19,22.0,1003.0,9.83,0,0,83.0,0.0,0.0,1.0,0.0,0.0
4808,35,19,23.0,1004.0,12.96,0,0,78.0,0.0,0.0,1.0,0.0,0.0
4809,43,20,24.0,1004.0,16.09,0,0,78.0,0.0,0.0,1.0,0.0,0.0
4810,35,19,26.0,1003.0,17.88,0,0,65.0,0.0,0.0,1.0,0.0,0.0
4811,46,19,28.0,1004.0,19.67,0,0,58.0,0.1,0.1,1.0,0.0,0.0
4812,34,19,29.0,1003.0,23.69,0,0,54.0,0.0,0.0,1.0,0.0,0.0
4813,34,19,30.0,1003.0,26.82,0,0,51.0,0.0,0.0,1.0,0.0,0.0
4814,27,20,32.0,1003.0,0.89,0,0,49.0,0.0,0.0,2.0,0.0,0.0
4815,34,20,32.0,1002.0,3.13,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4816,47,20,32.0,1002.0,6.26,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4817,45,21,30.0,1003.0,12.07,0,0,58.0,0.0,0.0,0.0,0.0,0.0
4818,36,21,29.0,1003.0,17.88,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4819,40,21,28.0,1003.0,21.9,0,0,65.0,0.0,0.0,0.0,0.0,0.0
4820,31,20,27.0,1004.0,25.92,0,0,65.0,0.0,0.0,0.0,0.0,0.0
4821,39,21,26.0,1004.0,29.05,0,0,73.0,0.0,0.0,0.0,0.0,0.0
4822,44,21,25.0,1005.0,30.84,0,0,78.0,0.0,0.0,0.0,0.0,0.0
4823,49,21,24.0,1005.0,32.63,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4824,34,21,24.0,1006.0,33.52,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4825,47,22,23.0,1006.0,34.41,0,0,94.0,0.0,0.0,0.0,0.0,0.0
4826,77,21,23.0,1006.0,35.3,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4827,75,21,23.0,1006.0,36.19,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4828,109,21,23.0,1006.0,37.98,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4829,101,21,22.0,1006.0,0.89,0,0,94.0,0.0,0.0,2.0,0.0,0.0
4830,92,20,22.0,1006.0,0.89,0,0,88.0,0.0,0.0,1.0,0.0,0.0
4831,99,21,22.0,1006.0,1.79,0,0,94.0,0.0,0.0,3.0,0.0,0.0
4832,88,22,24.0,1007.0,0.89,0,0,88.0,0.0,0.0,1.0,0.0,0.0
4833,96,22,26.0,1007.0,0.89,0,0,78.0,0.0,0.0,2.0,0.0,0.0
4834,81,22,27.0,1007.0,1.79,0,0,74.0,0.0,0.0,1.0,0.0,0.0
4835,70,22,29.0,1007.0,0.89,0,0,65.0,0.0,0.0,2.0,0.0,0.0
4836,59,22,30.0,1007.0,1.78,0,0,62.0,0.0,0.0,2.0,0.0,0.0
4837,60,22,31.0,1006.0,1.79,0,0,58.0,0.0,0.0,0.0,0.0,0.0
4838,54,21,32.0,1006.0,4.92,0,0,52.0,0.0,0.0,0.0,0.0,0.0
4839,47,21,32.0,1006.0,8.05,0,0,52.0,0.0,0.0,0.0,0.0,0.0
4840,54,22,32.0,1005.0,12.07,0,0,55.0,0.0,0.0,0.0,0.0,0.0
4841,42,22,32.0,1005.0,16.09,0,0,55.0,0.0,0.0,0.0,0.0,0.0
4842,53,22,31.0,1005.0,20.11,0,0,58.0,0.0,0.0,0.0,0.0,0.0
4843,51,22,30.0,1005.0,24.13,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4844,62,22,29.0,1006.0,27.26,0,0,65.0,0.0,0.0,0.0,0.0,0.0
4845,70,22,28.0,1006.0,30.39,0,0,69.0,0.0,0.0,0.0,0.0,0.0
4846,70,22,27.0,1007.0,33.52,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4847,79,22,26.0,1007.0,0.89,0,0,78.0,0.0,0.0,2.0,0.0,0.0
4848,64,22,25.0,1008.0,0.89,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4849,67,22,25.0,1008.0,2.68,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4850,73,22,25.0,1008.0,3.57,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4851,91,22,24.0,1008.0,5.36,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4852,121,22,24.0,1008.0,7.15,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4853,147,22,24.0,1008.0,8.94,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4854,202,22,24.0,1008.0,12.07,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4855,209,22,24.0,1009.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
4856,227,23,24.0,1009.0,0.89,0,0,94.0,0.0,0.0,3.0,0.0,0.0
4857,227,23,25.0,1009.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
4858,202,23,27.0,1009.0,1.78,0,0,78.0,0.0,0.0,2.0,0.0,0.0
4859,197,24,28.0,1009.0,2.67,0,0,78.0,0.0,0.0,2.0,0.0,0.0
4860,202,24,30.0,1009.0,1.79,0,0,70.0,0.0,0.0,0.0,0.0,0.0
4861,206,24,31.0,1009.0,1.79,0,0,66.0,0.0,0.0,2.0,0.0,0.0
4862,201,25,33.0,1008.0,3.13,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4863,153,25,33.0,1007.0,4.92,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4864,130,23,33.0,1007.0,8.05,0,0,55.0,0.0,0.0,0.0,0.0,0.0
4865,130,24,33.0,1006.0,11.18,0,0,59.0,0.0,0.0,0.0,0.0,0.0
4866,137,23,33.0,1006.0,14.31,0,0,55.0,0.0,0.0,0.0,0.0,0.0
4867,139,24,32.0,1006.0,16.1,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4868,153,24,31.0,1007.0,17.89,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4869,194,25,30.0,1007.0,21.02,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4870,176,25,29.0,1008.0,24.15,0,0,79.0,0.0,0.0,0.0,0.0,0.0
4871,170,25,28.0,1008.0,27.28,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4872,169,25,28.0,1008.0,29.07,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4873,189,24,27.0,1008.0,30.86,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4874,207,24,27.0,1008.0,32.65,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4875,202,24,26.0,1008.0,34.44,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4876,172,24,25.0,1008.0,0.89,0,0,94.0,0.0,0.0,3.0,0.0,0.0
4877,247,23,25.0,1008.0,1.78,0,0,88.0,0.0,0.0,3.0,0.0,0.0
4878,233,24,25.0,1008.0,0.89,0,0,94.0,0.0,0.0,2.0,0.0,0.0
4879,227,23,25.0,1009.0,1.78,0,0,88.0,0.0,0.0,2.0,0.0,0.0
4880,255,24,26.0,1009.0,2.67,0,0,88.0,0.0,0.0,2.0,0.0,0.0
4881,245,24,28.0,1009.0,3.12,0,0,78.0,0.0,0.0,2.0,0.0,0.0
4882,222,24,29.0,1009.0,4.01,0,0,74.0,0.0,0.0,2.0,0.0,0.0
4883,226,25,30.0,1009.0,4.9,0,0,74.0,0.0,0.0,2.0,0.0,0.0
4884,239,24,32.0,1009.0,5.79,0,0,62.0,0.0,0.0,2.0,0.0,0.0
4885,201,24,33.0,1008.0,1.79,0,0,59.0,0.0,0.0,0.0,0.0,0.0
4886,154,25,34.0,1008.0,4.92,0,0,59.0,0.0,0.0,0.0,0.0,0.0
4887,144,23,35.0,1007.0,9.84,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4888,122,23,35.0,1007.0,14.76,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4889,132,23,34.0,1007.0,20.57,0,0,52.0,0.0,0.0,0.0,0.0,0.0
4890,114,22,34.0,1007.0,24.59,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4891,102,22,33.0,1007.0,28.61,0,0,52.0,0.0,0.0,0.0,0.0,0.0
4892,110,22,32.0,1007.0,31.74,0,0,55.0,0.0,0.0,0.0,0.0,0.0
4893,117,23,30.0,1008.0,34.87,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4894,99,23,31.0,1008.0,38.0,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4895,101,23,30.0,1009.0,41.13,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4896,105,23,30.0,1009.0,44.26,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4897,84,23,29.0,1009.0,46.05,0,0,70.0,0.0,0.0,0.0,0.0,0.0
4898,84,23,28.0,1009.0,47.84,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4899,85,23,27.0,1009.0,49.63,0,0,78.0,0.0,0.0,0.0,0.0,0.0
4900,101,23,26.0,1010.0,51.42,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4901,105,24,26.0,1010.0,53.21,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4902,114,23,25.0,1010.0,54.1,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4903,116,24,26.0,1010.0,0.89,0,0,88.0,0.0,0.0,3.0,0.0,0.0
4904,118,24,27.0,1011.0,1.79,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4905,114,25,29.0,1011.0,3.58,0,0,79.0,0.0,0.0,0.0,0.0,0.0
4906,125,25,30.0,1011.0,5.37,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4907,104,25,32.0,1011.0,7.16,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4908,85,24,32.0,1011.0,1.79,0,0,62.0,0.0,0.0,2.0,0.0,0.0
4909,88,23,33.0,1011.0,3.13,0,0,55.0,0.0,0.0,0.0,0.0,0.0
4910,82,24,34.0,1010.0,7.15,0,0,56.0,0.0,0.0,0.0,0.0,0.0
4911,77,22,35.0,1010.0,10.28,0,0,46.0,0.0,0.0,0.0,0.0,0.0
4912,71,22,35.0,1010.0,14.3,0,0,46.0,0.0,0.0,0.0,0.0,0.0
4913,77,21,34.0,1009.0,19.22,0,0,46.0,0.0,0.0,0.0,0.0,0.0
4914,60,20,34.0,1009.0,24.14,0,0,43.0,0.0,0.0,0.0,0.0,0.0
4915,64,21,33.0,1009.0,28.16,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4916,71,22,32.0,1009.0,31.29,0,0,55.0,0.0,0.0,0.0,0.0,0.0
4917,81,22,30.0,1010.0,33.08,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4918,96,23,30.0,1011.0,34.87,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4919,111,23,29.0,1011.0,36.66,0,0,70.0,0.0,0.0,0.0,0.0,0.0
4920,145,24,28.0,1011.0,37.55,0,0,78.0,0.0,0.0,0.0,0.0,0.0
4921,165,24,29.0,1010.0,41.57,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4922,196,24,27.0,1010.0,43.36,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4923,211,23,28.0,1010.0,46.49,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4924,204,23,27.0,1010.0,49.62,0,0,78.0,0.0,0.0,0.0,0.0,0.0
4925,201,23,26.0,1010.0,51.41,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4926,201,22,25.0,1011.0,52.3,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4927,201,23,25.0,1010.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
4928,204,24,26.0,1011.0,1.79,0,0,88.0,0.0,0.0,3.0,0.0,0.0
4929,228,24,28.0,1011.0,0.89,0,0,78.0,0.0,0.0,2.0,0.0,0.0
4930,231,24,29.0,1011.0,1.78,0,0,74.0,0.0,0.0,2.0,0.0,0.0
4931,199,25,31.0,1011.0,1.79,0,0,70.0,0.0,0.0,0.0,0.0,0.0
4932,201,25,32.0,1010.0,1.79,0,0,66.0,0.0,0.0,2.0,0.0,0.0
4933,137,24,34.0,1010.0,3.58,0,0,56.0,0.0,0.0,2.0,0.0,0.0
4934,113,24,34.0,1009.0,4.02,0,0,56.0,0.0,0.0,0.0,0.0,0.0
4935,106,23,35.0,1009.0,8.94,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4936,96,24,35.0,1008.0,13.86,0,0,53.0,0.0,0.0,0.0,0.0,0.0
4937,111,23,34.0,1008.0,17.88,0,0,52.0,0.0,0.0,0.0,0.0,0.0
4938,118,22,33.0,1008.0,22.8,0,0,52.0,0.0,0.0,0.0,0.0,0.0
4939,128,21,33.0,1008.0,27.72,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4940,125,23,32.0,1009.0,31.74,0,0,59.0,0.0,0.0,0.0,0.0,0.0
4941,131,23,31.0,1009.0,34.87,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4942,138,23,30.0,1009.0,36.66,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4943,150,23,29.0,1010.0,38.45,0,0,70.0,0.0,0.0,0.0,0.0,0.0
4944,146,23,28.0,1010.0,39.34,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4945,161,23,28.0,1009.0,41.13,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4946,159,23,28.0,1009.0,42.92,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4947,173,24,27.0,1008.0,44.71,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4948,186,23,27.0,1008.0,0.89,0,0,78.0,0.0,0.0,2.0,0.0,0.0
4949,204,24,26.0,1008.0,1.78,0,0,88.0,0.0,0.0,2.0,0.0,0.0
4950,211,24,26.0,1008.0,1.79,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4951,225,24,26.0,1009.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
4952,215,24,27.0,1009.0,1.78,0,0,83.0,0.0,0.0,2.0,0.0,0.0
4953,227,24,28.0,1009.0,3.13,0,0,78.0,0.0,0.0,0.0,0.0,0.0
4954,244,24,29.0,1009.0,4.92,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4955,251,25,30.0,1010.0,1.79,0,0,74.0,0.0,0.0,3.0,0.0,0.0
4956,245,25,30.0,1009.0,3.58,0,0,74.0,0.0,0.0,3.0,0.0,0.0
4957,249,25,31.0,1009.0,1.79,0,0,70.0,0.0,0.0,0.0,0.0,0.0
4958,234,25,31.0,1009.0,4.92,0,0,70.0,0.0,0.0,0.0,0.0,0.0
4959,262,25,32.0,1008.0,6.71,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4960,269,24,32.0,1008.0,9.84,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4961,240,24,32.0,1008.0,12.97,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4962,194,23,33.0,1007.0,16.1,0,0,55.0,0.0,0.0,0.0,0.0,0.0
4963,174,24,32.0,1007.0,19.23,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4964,202,24,31.0,1007.0,0.89,0,0,66.0,0.0,0.0,2.0,0.0,0.0
4965,196,26,29.0,1007.0,1.78,0,0,83.0,0.0,0.0,2.0,0.0,0.0
4966,171,26,29.0,1007.0,0.89,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4967,195,25,29.0,1007.0,1.78,0,0,79.0,0.0,0.0,0.0,0.0,0.0
4968,174,26,28.0,1006.0,3.57,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4969,178,25,28.0,1007.0,5.36,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4970,193,24,28.0,1006.0,7.15,0,0,78.0,0.0,0.0,0.0,0.0,0.0
4971,196,24,27.0,1006.0,8.94,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4972,220,24,27.0,1006.0,10.73,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4973,208,24,27.0,1006.0,12.52,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4974,225,24,26.0,1006.0,13.41,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4975,224,24,26.0,1006.0,15.2,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4976,243,25,27.0,1006.0,16.09,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4977,230,25,29.0,1006.0,17.88,0,0,79.0,0.0,0.0,0.0,0.0,0.0
4978,210,25,31.0,1006.0,0.89,0,0,70.0,0.0,0.0,2.0,0.0,0.0
4979,201,26,31.0,1005.0,3.13,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4980,199,25,33.0,1005.0,7.15,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4981,176,24,34.0,1005.0,11.17,0,0,56.0,0.0,0.0,0.0,0.0,0.0
4982,192,23,34.0,1004.0,16.09,0,0,52.0,0.0,0.0,0.0,0.0,0.0
4983,189,22,34.0,1004.0,21.01,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4984,173,22,35.0,1003.0,26.82,0,0,46.0,0.0,0.0,0.0,0.0,0.0
4985,171,23,35.0,1003.0,32.63,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4986,161,22,34.0,1002.0,37.55,0,0,49.0,0.0,0.0,0.0,0.0,0.0
4987,148,23,33.0,1002.0,42.47,0,0,55.0,0.0,0.0,0.0,0.0,0.0
4988,140,23,32.0,1002.0,45.6,0,0,59.0,0.0,0.0,0.0,0.0,0.0
4989,130,23,31.0,1002.0,47.39,0,0,62.0,0.0,0.0,0.0,0.0,0.0
4990,126,23,30.0,1003.0,52.31,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4991,139,23,30.0,1002.0,55.44,0,0,66.0,0.0,0.0,0.0,0.0,0.0
4992,138,24,29.0,1002.0,57.23,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4993,152,24,29.0,1002.0,60.36,0,0,74.0,0.0,0.0,0.0,0.0,0.0
4994,150,24,28.0,1002.0,63.49,0,0,78.0,0.0,0.0,0.0,0.0,0.0
4995,157,24,28.0,1001.0,65.28,0,0,78.0,0.0,0.0,0.0,0.0,0.0
4996,147,24,26.0,1001.0,68.41,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4997,154,24,27.0,1001.0,71.54,0,0,83.0,0.0,0.0,0.0,0.0,0.0
4998,185,24,26.0,1002.0,73.33,0,0,88.0,0.0,0.0,0.0,0.0,0.0
4999,189,24,26.0,1002.0,75.12,0,0,88.0,0.0,0.0,0.0,0.0,0.0
5000,198,24,27.0,1002.0,76.91,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5001,179,24,28.0,1002.0,80.04,0,0,78.0,0.0,0.0,0.0,0.0,0.0
5002,180,25,29.0,1002.0,81.83,0,0,79.0,0.0,0.0,0.0,0.0,0.0
5003,180,25,30.0,1001.0,83.62,0,0,74.0,0.0,0.0,0.0,0.0,0.0
5004,178,25,32.0,1001.0,85.41,0,0,66.0,0.0,0.0,0.0,0.0,0.0
5005,181,24,34.0,1000.0,89.43,0,0,56.0,0.0,0.0,0.0,0.0,0.0
5006,177,23,34.0,999.0,3.13,0,0,52.0,0.0,0.0,2.0,0.0,0.0
5007,165,23,36.0,998.0,4.02,0,0,47.0,0.0,0.0,0.0,0.0,0.0
5008,198,22,36.0,997.0,8.04,0,0,44.0,0.0,0.0,0.0,0.0,0.0
5009,193,23,35.0,997.0,12.06,0,0,49.0,0.0,0.0,0.0,0.0,0.0
5010,183,23,35.0,996.0,16.98,0,0,49.0,0.0,0.0,0.0,0.0,0.0
5011,189,24,34.0,996.0,21.0,0,0,56.0,0.0,0.0,0.0,0.0,0.0
5012,184,24,32.0,997.0,22.79,0,0,62.0,0.0,0.0,0.0,0.0,0.0
5013,194,24,32.0,997.0,25.92,0,0,62.0,0.0,0.0,0.0,0.0,0.0
5014,169,24,31.0,997.0,27.71,0,0,66.0,0.0,0.0,0.0,0.0,0.0
5015,172,25,30.0,997.0,29.5,0,0,74.0,0.0,0.0,0.0,0.0,0.0
5016,188,25,29.0,997.0,32.63,0,0,79.0,0.0,0.0,0.0,0.0,0.0
5017,159,25,29.0,997.0,35.76,0,0,79.0,0.0,0.0,0.0,0.0,0.0
5018,151,25,29.0,996.0,38.89,0,0,79.0,0.0,0.0,0.0,0.0,0.0
5019,149,25,29.0,996.0,40.68,0,0,79.0,0.0,0.0,0.0,0.0,0.0
5020,151,25,28.0,996.0,43.81,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5021,131,25,28.0,996.0,45.6,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5022,142,25,27.0,996.0,47.39,0,0,88.0,0.0,0.0,0.0,0.0,0.0
5023,149,25,27.0,997.0,49.18,0,0,88.0,0.0,0.0,0.0,0.0,0.0
5024,155,25,28.0,997.0,50.97,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5025,156,26,29.0,997.0,52.76,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5026,169,25,30.0,997.0,1.79,0,0,74.0,0.0,0.0,2.0,0.0,0.0
5027,171,26,31.0,996.0,1.79,0,0,74.0,0.0,0.0,0.0,0.0,0.0
5028,192,26,31.0,997.0,4.92,0,0,74.0,0.0,0.0,0.0,0.0,0.0
5029,215,26,32.0,996.0,8.05,0,0,70.0,0.0,0.0,0.0,0.0,0.0
5030,204,27,33.0,996.0,11.18,0,0,70.0,0.0,0.0,0.0,0.0,0.0
5031,178,27,33.0,995.0,14.31,0,0,70.0,0.0,0.0,0.0,0.0,0.0
5032,197,27,33.0,995.0,18.33,0,0,70.0,0.0,0.0,0.0,0.0,0.0
5033,210,27,33.0,994.0,21.46,0,0,70.0,0.0,0.0,0.0,0.0,0.0
5034,244,28,32.0,995.0,3.13,0,0,79.0,0.0,0.0,3.0,0.0,0.0
5035,278,27,32.0,996.0,7.15,0,0,74.0,0.1,0.1,3.0,0.0,0.0
5036,257,27,31.0,997.0,1.79,0,1,79.0,0.1,0.2,0.0,1.0,0.0
5037,277,28,30.0,996.0,3.58,0,2,89.0,0.0,0.0,0.0,1.0,0.0
5038,276,28,30.0,997.0,1.79,0,3,89.0,0.0,0.0,1.0,1.0,0.0
5039,246,27,30.0,997.0,0.89,0,0,84.0,0.0,0.0,2.0,0.0,0.0
5040,285,27,30.0,997.0,4.02,0,0,84.0,0.0,0.0,0.0,0.0,0.0
5041,246,26,29.0,998.0,8.94,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5042,230,25,27.0,998.0,12.96,0,0,88.0,0.0,0.0,0.0,0.0,0.0
5043,224,24,27.0,998.0,16.98,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5044,210,24,27.0,998.0,20.11,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5045,216,23,26.0,998.0,23.24,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5046,199,23,26.0,999.0,25.03,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5047,179,24,26.0,1000.0,1.79,0,0,88.0,0.0,0.0,3.0,0.0,0.0
5048,190,24,26.0,1000.0,4.02,0,0,88.0,0.0,0.0,0.0,0.0,0.0
5049,206,25,26.0,1000.0,0.89,0,1,94.0,0.1,0.1,2.0,1.0,0.0
5050,215,25,26.0,1000.0,0.89,0,2,94.0,0.0,0.0,1.0,1.0,0.0
5051,204,25,27.0,1000.0,0.89,0,0,88.0,0.0,0.0,3.0,0.0,0.0
5052,229,25,27.0,1000.0,0.89,0,0,88.0,0.0,0.0,0.0,0.0,0.0
5053,219,26,28.0,1000.0,0.89,0,0,88.0,0.0,0.0,3.0,0.0,0.0
5054,227,26,28.0,999.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
5055,192,26,29.0,999.0,1.79,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5056,240,26,29.0,999.0,3.58,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5057,280,26,30.0,998.0,5.37,0,0,79.0,0.0,0.0,0.0,0.0,0.0
5058,302,26,30.0,997.0,7.16,0,0,79.0,0.0,0.0,0.0,0.0,0.0
5059,267,27,30.0,998.0,1.79,0,0,84.0,0.0,0.0,3.0,0.0,0.0
5060,205,26,29.0,998.0,0.89,0,0,83.0,0.0,0.0,2.0,0.0,0.0
5061,188,26,29.0,998.0,1.78,0,0,83.0,0.0,0.0,2.0,0.0,0.0
5062,165,26,29.0,999.0,0.89,0,0,83.0,0.0,0.0,3.0,0.0,0.0
5063,170,26,29.0,999.0,1.78,0,0,83.0,0.0,0.0,3.0,0.0,0.0
5064,155,26,29.0,999.0,3.57,0,0,83.0,0.0,0.0,3.0,0.0,0.0
5065,185,26,28.0,999.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
5066,201,26,28.0,998.0,1.78,0,0,88.0,0.0,0.0,2.0,0.0,0.0
5067,197,26,28.0,998.0,1.79,0,0,88.0,0.0,0.0,1.0,0.0,0.0
5068,201,26,27.0,997.0,0.89,0,0,94.0,0.0,0.0,2.0,0.0,0.0
5069,208,26,28.0,997.0,1.78,0,0,88.0,0.0,0.0,2.0,0.0,0.0
5070,242,26,28.0,997.0,2.23,0,0,88.0,0.0,0.0,2.0,0.0,0.0
5071,259,27,28.0,998.0,1.79,0,0,94.0,0.0,0.0,1.0,0.0,0.0
5072,234,27,28.0,998.0,0.89,0,0,94.0,0.0,0.0,2.0,0.0,0.0
5073,248,28,29.0,998.0,1.78,0,0,94.0,0.0,0.0,2.0,0.0,0.0
5074,281,28,30.0,999.0,2.67,0,0,89.0,0.0,0.0,2.0,0.0,0.0
5075,306,24,28.0,999.0,5.81,0,1,78.0,0.0,0.0,3.0,1.0,0.0
5076,182,23,28.0,1000.0,9.83,0,2,74.0,0.1,0.1,3.0,1.0,0.0
5077,46,24,30.0,1000.0,15.64,0,0,70.0,0.0,0.0,3.0,0.0,0.0
5078,22,24,31.0,1000.0,22.79,0,0,66.0,0.0,0.0,3.0,0.0,0.0
5079,22,21,31.0,1000.0,29.94,0,0,55.0,0.0,0.0,3.0,0.0,0.0
5080,20,20,32.0,1000.0,35.75,0,0,49.0,0.0,0.0,3.0,0.0,0.0
5081,21,19,31.0,1001.0,41.56,0,0,48.0,0.0,0.0,3.0,0.0,0.0
5082,18,18,31.0,1001.0,47.37,0,0,45.0,0.0,0.0,3.0,0.0,0.0
5083,18,16,30.0,1001.0,53.18,0,0,42.0,0.0,0.0,3.0,0.0,0.0
5084,13,15,29.0,1003.0,57.2,0,0,42.0,0.0,0.0,3.0,0.0,0.0
5085,13,16,28.0,1004.0,3.13,0,1,48.0,0.0,0.0,1.0,1.0,0.0
5086,13,17,28.0,1005.0,0.89,0,2,51.0,0.0,0.0,2.0,1.0,0.0
5087,30,19,26.0,1005.0,1.79,0,0,65.0,0.0,0.0,0.0,0.0,0.0
5088,34,21,26.0,1005.0,3.58,0,0,73.0,0.0,0.0,0.0,0.0,0.0
5089,44,22,25.0,1006.0,5.37,0,0,83.0,0.0,0.0,0.0,0.0,0.0
5090,22,21,26.0,1006.0,7.16,0,1,73.0,0.0,0.0,0.0,1.0,0.0
