,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2669,2670,2010,4,22,5,1,,,,45.0,6.0,87.0,1021.0,8.0,NW,8.05,0.0,0.0
2670,2671,2010,4,22,6,1,,,,44.0,6.0,87.0,1021.0,8.0,NW,11.18,0.3,0.3
2671,2672,2010,4,22,7,1,,,,53.0,6.0,87.0,1021.0,8.0,NW,14.31,0.1,0.4
2672,2673,2010,4,22,8,1,,,,48.0,6.0,81.0,1021.0,9.0,NW,18.33,0.2,0.6
2673,2674,2010,4,22,9,1,,,,47.0,6.0,81.0,1021.0,9.0,NW,21.46,0.7,1.3
2674,2675,2010,4,22,10,1,,,,46.0,7.0,87.0,1021.0,9.0,NW,23.25,0.8,2.1
2675,2676,2010,4,22,11,1,,,,42.0,6.0,76.0,1021.0,10.0,NW,25.04,1.7,3.8
2676,2677,2010,4,22,12,1,,,,40.0,7.0,81.0,1021.0,10.0,NW,29.06,0.1,3.9
2677,2678,2010,4,22,13,1,,,,38.0,6.0,76.0,1021.0,10.0,NW,33.08,0.0,0.0
2678,2679,2010,4,22,14,1,,,,30.0,6.0,71.0,1020.0,11.0,NW,38.0,0.0,0.0
2679,2680,2010,4,22,15,1,,,,34.0,5.0,71.0,1020.0,10.0,NW,42.92,0.0,0.0
2680,2681,2010,4,22,16,1,,,,35.0,5.0,66.0,1020.0,11.0,cv,0.89,0.0,0.0
2681,2682,2010,4,22,17,1,,,,35.0,4.0,57.0,1020.0,12.0,NW,3.13,0.0,0.0
2682,2683,2010,4,22,18,1,,,,26.0,4.0,57.0,1020.0,12.0,NW,6.26,0.0,0.0
2683,2684,2010,4,22,19,1,,,,33.0,4.0,61.0,1020.0,11.0,SE,3.13,0.0,0.0
2684,2685,2010,4,22,20,1,,,,47.0,4.0,66.0,1021.0,10.0,SE,4.92,0.0,0.0
2685,2686,2010,4,22,21,1,,,,41.0,4.0,61.0,1021.0,11.0,NW,3.13,0.0,0.0
2686,2687,2010,4,22,22,1,,,,47.0,3.0,61.0,1022.0,10.0,NW,7.15,0.0,0.0
2687,2688,2010,4,22,23,1,,,,37.0,3.0,81.0,1022.0,6.0,NW,10.28,0.0,0.0
2688,2689,2010,4,23,0,1,,,,41.0,4.0,86.0,1022.0,6.0,cv,0.45,0.0,0.0
2689,2690,2010,4,23,1,1,,,,60.0,3.0,86.0,1022.0,5.0,NW,0.89,0.0,0.0
2690,2691,2010,4,23,2,1,,,,62.0,4.0,93.0,1021.0,5.0,cv,0.89,0.0,0.0
2691,2692,2010,4,23,3,1,,,,36.0,2.0,93.0,1021.0,3.0,NW,3.13,0.0,0.0
2692,2693,2010,4,23,4,1,,,,31.0,1.0,86.0,1021.0,3.0,NW,6.26,0.0,0.0
2693,2694,2010,4,23,5,1,,,,24.0,2.0,86.0,1021.0,4.0,NW,8.05,0.0,0.0
2694,2695,2010,4,23,6,1,,,,65.0,2.0,86.0,1021.0,4.0,NW,9.84,0.0,0.0
2695,2696,2010,4,23,7,1,,,,51.0,4.0,81.0,1022.0,7.0,NW,11.63,0.0,0.0
2696,2697,2010,4,23,8,1,,,,41.0,2.0,57.0,1023.0,10.0,NW,14.76,0.0,0.0
2697,2698,2010,4,23,9,1,,,,39.0,-1.0,37.0,1023.0,13.0,NW,17.89,0.0,0.0
2698,2699,2010,4,23,10,1,,,,31.0,-2.0,30.0,1022.0,15.0,cv,1.79,0.0,0.0
2699,2700,2010,4,23,11,1,,,,19.0,-4.0,23.0,1022.0,17.0,NW,3.13,0.0,0.0
2700,2701,2010,4,23,12,1,,,,19.0,-10.0,13.0,1021.0,19.0,NW,7.15,0.0,0.0
2701,2702,2010,4,23,13,1,,,,18.0,-10.0,12.0,1020.0,20.0,cv,3.13,0.0,0.0
2702,2703,2010,4,23,14,1,,,,10.0,-11.0,10.0,1019.0,21.0,NW,5.81,0.0,0.0
2703,2704,2010,4,23,15,1,,,,16.0,-12.0,9.0,1018.0,21.0,NW,12.96,0.0,0.0
2704,2705,2010,4,23,16,1,,,,23.0,-13.0,9.0,1018.0,21.0,NW,21.01,0.0,0.0
2705,2706,2010,4,23,17,1,,,,21.0,-9.0,13.0,1018.0,20.0,NW,25.03,0.0,0.0
2706,2707,2010,4,23,18,1,,,,20.0,-10.0,13.0,1018.0,19.0,NW,28.16,0.0,0.0
2707,2708,2010,4,23,19,1,,,,23.0,-10.0,13.0,1018.0,18.0,NW,31.29,0.0,0.0
2708,2709,2010,4,23,20,1,,,,32.0,-8.0,16.0,1019.0,18.0,SE,4.92,0.0,0.0
2709,2710,2010,4,23,21,1,,,,39.0,-8.0,17.0,1019.0,17.0,SE,8.94,0.0,0.0
2710,2711,2010,4,23,22,1,,,,38.0,-7.0,19.0,1020.0,16.0,SE,13.86,0.0,0.0
2711,2712,2010,4,23,23,1,,,,45.0,-6.0,22.0,1019.0,15.0,SE,17.88,0.0,0.0
2712,2713,2010,4,24,0,1,,,,53.0,-6.0,22.0,1019.0,15.0,SE,22.8,0.0,0.0
2713,2714,2010,4,24,1,1,,,,56.0,-5.0,30.0,1019.0,12.0,SE,24.59,0.0,0.0
2714,2715,2010,4,24,2,1,,,,54.0,-4.0,34.0,1018.0,11.0,SE,27.72,0.0,0.0
2715,2716,2010,4,24,3,1,,,,65.0,-3.0,37.0,1018.0,11.0,SE,30.85,0.0,0.0
2716,2717,2010,4,24,4,1,,,,73.0,-2.0,45.0,1018.0,9.0,SE,32.64,0.0,0.0
2717,2718,2010,4,24,5,1,,,,70.0,-2.0,52.0,1019.0,7.0,SE,35.77,0.0,0.0
2718,2719,2010,4,24,6,1,,,,81.0,0.0,56.0,1019.0,8.0,SE,37.56,0.0,0.0
2719,2720,2010,4,24,7,1,,,,90.0,1.0,53.0,1019.0,10.0,cv,0.45,0.0,0.0
2720,2721,2010,4,24,8,1,,,,86.0,0.0,40.0,1019.0,13.0,SE,1.79,0.0,0.0
2721,2722,2010,4,24,9,1,,,,107.0,0.0,33.0,1019.0,16.0,SE,3.58,0.0,0.0
2722,2723,2010,4,24,10,1,,,,122.0,-1.0,27.0,1019.0,18.0,SE,6.71,0.0,0.0
2723,2724,2010,4,24,11,1,,,,114.0,2.0,30.0,1018.0,20.0,SE,11.63,0.0,0.0
2724,2725,2010,4,24,12,1,,,,111.0,3.0,26.0,1017.0,23.0,SE,18.78,0.0,0.0
2725,2726,2010,4,24,13,1,,,,112.0,3.0,25.0,1015.0,24.0,SE,26.83,0.0,0.0
2726,2727,2010,4,24,14,1,,,,111.0,3.0,25.0,1015.0,24.0,SE,32.64,0.0,0.0
2727,2728,2010,4,24,15,1,,,,117.0,3.0,26.0,1014.0,23.0,SE,40.69,0.0,0.0
2728,2729,2010,4,24,16,1,,,,103.0,4.0,28.0,1013.0,23.0,SE,48.74,0.0,0.0
2729,2730,2010,4,24,17,1,,,,85.0,4.0,28.0,1013.0,23.0,SE,54.55,0.0,0.0
2730,2731,2010,4,24,18,1,,,,79.0,5.0,35.0,1013.0,21.0,SE,59.47,0.0,0.0
2731,2732,2010,4,24,19,1,,,,78.0,5.0,37.0,1013.0,20.0,SE,62.6,0.0,0.0
2732,2733,2010,4,24,20,1,,,,83.0,5.0,39.0,1013.0,19.0,SE,65.73,0.0,0.0
2733,2734,2010,4,24,21,1,,,,89.0,5.0,39.0,1014.0,19.0,SE,70.65,0.0,0.0
2734,2735,2010,4,24,22,1,,,,93.0,6.0,48.0,1014.0,17.0,SE,75.57,0.0,0.0
2735,2736,2010,4,24,23,1,,,,98.0,6.0,48.0,1014.0,17.0,SE,81.38,0.0,0.0
2736,2737,2010,4,25,0,1,,,,93.0,6.0,51.0,1015.0,16.0,SE,86.3,0.0,0.0
2737,2738,2010,4,25,1,1,,,,96.0,6.0,58.0,1015.0,14.0,SE,90.32,0.0,0.0
2738,2739,2010,4,25,2,1,,,,92.0,6.0,54.0,1015.0,15.0,SE,94.34,0.0,0.0
2739,2740,2010,4,25,3,1,,,,106.0,6.0,58.0,1015.0,14.0,SE,98.36,0.0,0.0
2740,2741,2010,4,25,4,1,,,,98.0,7.0,66.0,1015.0,13.0,SE,101.49,0.0,0.0
2741,2742,2010,4,25,5,1,,,,110.0,6.0,66.0,1015.0,12.0,SE,104.62,0.0,0.0
2742,2743,2010,4,25,6,1,,,,129.0,7.0,71.0,1015.0,12.0,SE,108.64,0.0,0.0
2743,2744,2010,4,25,7,1,,,,141.0,7.0,66.0,1015.0,13.0,SE,111.77,0.0,0.0
2744,2745,2010,4,25,8,1,,,,140.0,7.0,66.0,1015.0,13.0,SE,115.79,0.0,0.0
2745,2746,2010,4,25,9,1,,,,142.0,7.0,62.0,1015.0,14.0,SE,119.81,0.0,0.0
2746,2747,2010,4,25,10,1,,,,134.0,7.0,58.0,1015.0,15.0,SE,124.73,0.0,0.0
2747,2748,2010,4,25,11,1,,,,133.0,7.0,48.0,1015.0,18.0,SE,131.88,0.0,0.0
2748,2749,2010,4,25,12,1,,,,128.0,6.0,42.0,1014.0,19.0,SE,139.03,0.0,0.0
2749,2750,2010,4,25,13,1,,,,110.0,5.0,37.0,1012.0,20.0,SE,146.18,0.0,0.0
2750,2751,2010,4,25,14,1,,,,120.0,5.0,35.0,1012.0,21.0,SE,153.33,0.0,0.0
2751,2752,2010,4,25,15,1,,,,135.0,6.0,39.0,1012.0,20.0,SE,159.14,0.0,0.0
2752,2753,2010,4,25,16,1,,,,22.0,8.0,57.5,1012.0,18.0,NW,7.15,0.0,0.0
2753,2754,2010,4,25,17,1,,,,15.0,7.0,76.0,1013.0,11.0,NW,16.98,3.5,3.5
2754,2755,2010,4,25,18,1,,,,19.0,8.0,87.0,1014.0,10.0,NW,25.92,2.9,6.4
2755,2756,2010,4,25,19,1,,,,16.0,8.0,87.0,1015.0,10.0,NW,29.94,1.9,8.3
2756,2757,2010,4,25,20,1,,,,9.0,8.0,93.0,1015.0,9.0,cv,0.89,3.6,11.9
2757,2758,2010,4,25,21,1,,,,7.0,7.0,87.0,1017.0,9.0,NW,4.92,0.0,0.0
2758,2759,2010,4,25,22,1,,,,7.0,6.0,87.0,1017.0,8.0,NW,9.84,0.0,0.0
2759,2760,2010,4,25,23,1,,,,10.0,4.0,75.0,1017.0,8.0,NW,14.76,0.0,0.0
2760,2761,2010,4,26,0,1,,,,8.0,4.0,75.0,1017.0,8.0,NE,4.02,0.0,0.0
2761,2762,2010,4,26,1,1,,,,5.0,3.0,75.0,1017.0,7.0,NW,3.13,0.0,0.0
2762,2763,2010,4,26,2,1,,,,9.0,0.0,60.0,1016.0,7.0,NW,8.94,0.0,0.0
2763,2764,2010,4,26,3,1,,,,20.0,-3.0,45.0,1016.0,8.0,NW,14.75,0.0,0.0
2764,2765,2010,4,26,4,1,,,,8.0,-5.0,42.0,1016.0,7.0,NW,19.67,0.0,0.0
2765,2766,2010,4,26,5,1,,,,7.0,-7.0,38.0,1016.0,6.0,NW,25.48,0.0,0.0
2766,2767,2010,4,26,6,1,,,,6.0,-7.0,38.0,1016.0,6.0,NW,31.29,0.0,0.0
2767,2768,2010,4,26,7,1,,,,16.0,-8.0,31.0,1015.0,8.0,NW,37.1,0.0,0.0
2768,2769,2010,4,26,8,1,,,,10.0,-7.0,29.0,1015.0,10.0,NW,42.02,0.0,0.0
2769,2770,2010,4,26,9,1,,,,11.0,-8.0,27.0,1015.0,10.0,NW,46.94,0.0,0.0
2770,2771,2010,4,26,10,1,,,,11.0,-10.0,21.0,1014.0,11.0,NW,50.07,0.0,0.0
2771,2772,2010,4,26,11,1,,,,18.0,-7.0,25.0,1013.0,12.0,cv,1.79,0.0,0.0
2772,2773,2010,4,26,12,1,,,,26.0,-7.0,25.0,1011.0,12.0,SE,3.13,0.0,0.0
2773,2774,2010,4,26,13,1,,,,25.0,-7.0,27.0,1011.0,11.0,SE,6.26,0.0,0.0
2774,2775,2010,4,26,14,1,,,,20.0,-8.0,23.0,1010.0,12.0,SE,11.18,0.0,0.0
2775,2776,2010,4,26,15,1,,,,24.0,-7.0,24.0,1010.0,13.0,SE,16.1,0.0,0.0
2776,2777,2010,4,26,16,1,,,,15.0,-4.0,32.0,1011.0,12.0,SE,24.15,0.0,0.0
2777,2778,2010,4,26,17,1,,,,10.0,-1.0,56.0,1012.0,7.0,NW,11.18,0.0,0.0
2778,2779,2010,4,26,18,1,,,,10.0,-2.0,49.0,1011.0,8.0,NW,19.23,0.0,0.0
2779,2780,2010,4,26,19,1,,,,14.0,-4.0,42.0,1012.0,8.0,NW,27.28,0.0,0.0
2780,2781,2010,4,26,20,1,,,,11.0,-5.0,39.0,1012.0,8.0,NW,34.43,0.0,0.0
2781,2782,2010,4,26,21,1,,,,11.0,-9.0,28.0,1013.0,8.0,NW,42.48,0.0,0.0
2782,2783,2010,4,26,22,1,,,,16.0,-11.0,26.0,1013.0,7.0,NW,51.42,0.0,0.0
2783,2784,2010,4,26,23,1,,,,13.0,-11.0,26.0,1013.0,7.0,NW,61.25,0.0,0.0
2784,2785,2010,4,27,0,1,,,,16.0,-12.0,26.0,1013.0,6.0,NW,71.08,0.0,0.0
2785,2786,2010,4,27,1,1,,,,15.0,-15.0,20.0,1012.0,6.0,NW,82.26,0.0,0.0
2786,2787,2010,4,27,2,1,,,,17.0,-14.0,23.0,1011.0,5.0,NW,90.31,0.0,0.0
2787,2788,2010,4,27,3,1,,,,18.0,-14.0,23.0,1011.0,5.0,NW,95.23,0.0,0.0
2788,2789,2010,4,27,4,1,,,,22.0,-13.0,27.0,1011.0,4.0,NW,98.36,0.0,0.0
2789,2790,2010,4,27,5,1,,,,19.0,-12.0,32.0,1010.0,3.0,NW,100.15,0.0,0.0
2790,2791,2010,4,27,6,1,,,,22.0,-13.0,27.0,1010.0,4.0,NW,104.17,0.0,0.0
2791,2792,2010,4,27,7,1,,,,27.0,-12.0,26.0,1010.0,6.0,NW,109.98,0.0,0.0
2792,2793,2010,4,27,8,1,,,,31.0,-12.0,24.0,1010.0,7.0,NW,114.9,0.0,0.0
2793,2794,2010,4,27,9,1,,,,42.0,-11.0,24.0,1009.0,8.0,NW,119.82,0.0,0.0
2794,2795,2010,4,27,10,1,,,,46.0,-9.0,25.0,1009.0,10.0,NW,123.84,0.0,0.0
2795,2796,2010,4,27,11,1,,,,50.0,-9.0,23.0,1008.0,11.0,NW,129.65,0.0,0.0
2796,2797,2010,4,27,12,1,,,,45.0,-8.0,23.0,1008.0,12.0,NW,136.8,0.0,0.0
2797,2798,2010,4,27,13,1,,,,47.0,-8.0,23.0,1007.0,12.0,NW,140.82,0.0,0.0
2798,2799,2010,4,27,14,1,,,,30.0,-6.0,26.0,1006.0,13.0,NW,146.63,0.0,0.0
2799,2800,2010,4,27,15,1,,,,31.0,-7.0,24.0,1007.0,13.0,NW,155.57,0.0,0.0
2800,2801,2010,4,27,16,1,,,,16.0,-9.0,20.0,1006.0,13.0,NW,164.51,0.0,0.0
2801,2802,2010,4,27,17,1,,,,14.0,-9.0,22.0,1007.0,12.0,NW,172.56,0.0,0.0
2802,2803,2010,4,27,18,1,,,,17.0,-11.0,18.0,1007.0,12.0,NW,180.61,0.0,0.0
2803,2804,2010,4,27,19,1,,,,15.0,-12.0,18.0,1008.0,11.0,NW,187.76,0.0,0.0
2804,2805,2010,4,27,20,1,,,,14.0,-10.0,23.0,1010.0,10.0,NW,193.57,0.0,0.0
2805,2806,2010,4,27,21,1,,,,14.0,-10.0,24.0,1011.0,9.0,NW,199.38,0.0,0.0
2806,2807,2010,4,27,22,1,,,,11.0,-10.0,24.0,1011.0,9.0,NW,204.3,0.0,0.0
2807,2808,2010,4,27,23,1,,,,24.0,-11.0,24.0,1011.0,8.0,NW,211.45,0.0,0.0
2808,2809,2010,4,28,0,1,,,,27.0,-11.0,24.0,1012.0,8.0,NW,217.26,0.0,0.0
2809,2810,2010,4,28,1,1,,,,15.0,-8.0,33.0,1012.0,7.0,NW,225.31,0.0,0.0
2810,2811,2010,4,28,2,1,,,,13.0,-6.0,41.0,1011.0,6.0,NW,231.12,0.0,0.0
2811,2812,2010,4,28,3,1,,,,11.0,-8.0,35.0,1011.0,6.0,NW,239.17,0.0,0.0
2812,2813,2010,4,28,4,1,,,,11.0,-10.0,30.0,1011.0,6.0,NW,246.32,0.0,0.0
2813,2814,2010,4,28,5,1,,,,13.0,-10.0,30.0,1011.0,6.0,NW,254.37,0.0,0.0
2814,2815,2010,4,28,6,1,,,,13.0,-10.0,30.0,1012.0,6.0,NW,259.29,0.0,0.0
2815,2816,2010,4,28,7,1,,,,14.0,-11.0,26.0,1013.0,7.0,NW,266.44,0.0,0.0
2816,2817,2010,4,28,8,1,,,,15.0,-11.0,23.0,1014.0,9.0,NW,273.59,0.0,0.0
2817,2818,2010,4,28,9,1,,,,14.0,-11.0,21.0,1014.0,10.0,NW,281.64,0.0,0.0
2818,2819,2010,4,28,10,1,,,,19.0,-11.0,20.0,1014.0,11.0,NW,292.82,0.0,0.0
2819,2820,2010,4,28,11,1,,,,14.0,-11.0,17.0,1014.0,13.0,NW,304.0,0.0,0.0
2820,2821,2010,4,28,12,1,,,,13.0,-11.0,17.0,1014.0,13.0,NW,315.18,0.0,0.0
2821,2822,2010,4,28,13,1,,,,15.0,-10.0,17.0,1013.0,14.0,NW,328.14,0.0,0.0
2822,2823,2010,4,28,14,1,,,,11.0,-11.0,15.0,1012.0,15.0,NW,342.0,0.0,0.0
2823,2824,2010,4,28,15,1,,,,20.0,-11.0,15.0,1012.0,15.0,NW,355.86,0.0,0.0
2824,2825,2010,4,28,16,1,,,,16.0,-10.0,16.0,1012.0,15.0,NW,368.82,0.0,0.0
2825,2826,2010,4,28,17,1,,,,14.0,-10.0,17.0,1012.0,14.0,NW,380.0,0.0,0.0
2826,2827,2010,4,28,18,1,,,,17.0,-10.0,17.0,1012.0,14.0,NW,389.83,0.0,0.0
2827,2828,2010,4,28,19,1,,,,16.0,-10.0,19.0,1012.0,13.0,NW,398.77,0.0,0.0
2828,2829,2010,4,28,20,1,,,,15.0,-8.0,23.0,1013.0,12.0,NW,410.84,0.0,0.0
2829,2830,2010,4,28,21,1,,,,38.0,-7.0,27.0,1014.0,11.0,NW,417.99,0.0,0.0
2830,2831,2010,4,28,22,1,,,,15.0,-7.0,27.0,1014.0,11.0,NW,426.04,0.0,0.0
2831,2832,2010,4,28,23,1,,,,18.0,-7.0,29.0,1013.0,10.0,NW,431.85,0.0,0.0
2832,2833,2010,4,29,0,1,,,,16.0,-7.0,29.0,1013.0,10.0,NW,434.98,0.0,0.0
2833,2834,2010,4,29,1,1,,,,19.0,-4.0,45.0,1012.0,7.0,SE,1.79,0.0,0.0
2834,2835,2010,4,29,2,1,,,,18.0,-5.0,42.0,1012.0,7.0,NW,1.79,0.0,0.0
2835,2836,2010,4,29,3,1,,,,20.0,-7.0,31.0,1012.0,9.0,cv,0.89,0.0,0.0
2836,2837,2010,4,29,4,1,,,,19.0,-6.0,34.0,1012.0,9.0,NW,4.92,0.0,0.0
2837,2838,2010,4,29,5,1,,,,17.0,-7.0,29.0,1012.0,10.0,NW,9.84,0.0,0.0
2838,2839,2010,4,29,6,1,,,,21.0,-6.0,34.0,1012.0,9.0,NW,12.97,0.0,0.0
2839,2840,2010,4,29,7,1,,,,20.0,-6.0,29.0,1013.0,11.0,NW,20.12,0.0,0.0
2840,2841,2010,4,29,8,1,,,,19.0,-6.0,26.0,1013.0,13.0,NW,28.17,0.0,0.0
2841,2842,2010,4,29,9,1,,,,17.0,-6.0,24.0,1013.0,14.0,NW,38.0,0.0,0.0
2842,2843,2010,4,29,10,1,,,,16.0,-8.0,19.0,1013.0,15.0,NW,47.83,0.0,0.0
2843,2844,2010,4,29,11,1,,,,15.0,-8.0,17.0,1013.0,17.0,NW,57.66,0.0,0.0
2844,2845,2010,4,29,12,1,,,,17.0,-9.0,15.0,1013.0,17.0,NW,67.49,0.0,0.0
2845,2846,2010,4,29,13,1,,,,22.0,-9.0,14.0,1013.0,19.0,NW,79.56,0.0,0.0
2846,2847,2010,4,29,14,1,,,,19.0,-9.0,14.0,1012.0,19.0,NW,93.42,0.0,0.0
2847,2848,2010,4,29,15,1,,,,17.0,-9.0,14.0,1012.0,19.0,NW,107.28,0.0,0.0
2848,2849,2010,4,29,16,1,,,,18.0,-8.0,15.0,1012.0,19.0,NW,117.11,0.0,0.0
2849,2850,2010,4,29,17,1,,,,27.0,-8.0,15.0,1013.0,19.0,NW,128.29,0.0,0.0
2850,2851,2010,4,29,18,1,,,,22.0,-9.0,15.0,1013.0,18.0,NW,139.47,0.0,0.0
2851,2852,2010,4,29,19,1,,,,18.0,-7.0,18.0,1014.0,17.0,NW,147.52,0.0,0.0
2852,2853,2010,4,29,20,1,,,,19.0,-6.0,21.0,1015.0,16.0,NW,153.33,0.0,0.0
2853,2854,2010,4,29,21,1,,,,15.0,-5.0,24.0,1016.0,15.0,NW,156.46,0.0,0.0
2854,2855,2010,4,29,22,1,,,,19.0,-4.0,28.0,1017.0,14.0,NW,161.38,0.0,0.0
2855,2856,2010,4,29,23,1,,,,27.0,-3.0,30.0,1017.0,14.0,NW,166.3,0.0,0.0
2856,2857,2010,4,30,0,1,,,,21.0,-3.0,30.0,1017.0,14.0,NW,171.22,0.0,0.0
2857,2858,2010,4,30,1,1,,,,24.0,-4.0,30.0,1017.0,13.0,NW,174.35,0.0,0.0
2858,2859,2010,4,30,2,1,,,,32.0,-4.0,32.0,1017.0,12.0,NW,178.37,0.0,0.0
2859,2860,2010,4,30,3,1,,,,40.0,-5.0,30.0,1017.0,12.0,NW,182.39,0.0,0.0
2860,2861,2010,4,30,4,1,,,,36.0,-5.0,30.0,1017.0,12.0,NW,187.31,0.0,0.0
2861,2862,2010,4,30,5,1,,,,20.0,-5.0,32.0,1016.0,11.0,NW,191.33,0.0,0.0
2862,2863,2010,4,30,6,1,,,,32.0,-5.0,30.0,1017.0,12.0,NW,196.25,0.0,0.0
2863,2864,2010,4,30,7,1,,,,28.0,-6.0,24.0,1017.0,14.0,NW,201.17,0.0,0.0
2864,2865,2010,4,30,8,1,,,,21.0,-6.0,21.0,1017.0,16.0,NW,206.09,0.0,0.0
2865,2866,2010,4,30,9,1,,,,20.0,-8.0,16.0,1017.0,18.0,NW,211.9,0.0,0.0
2866,2867,2010,4,30,10,1,,,,19.0,-8.0,15.0,1017.0,19.0,NW,216.82,0.0,0.0
2867,2868,2010,4,30,11,1,,,,19.0,-8.0,13.0,1016.0,21.0,NW,221.74,0.0,0.0
2868,2869,2010,4,30,12,1,,,,16.0,-10.0,10.0,1015.0,22.0,NW,227.55,0.0,0.0
2869,2870,2010,4,30,13,1,,,,20.0,-8.0,11.0,1014.0,23.0,NW,234.7,0.0,0.0
2870,2871,2010,4,30,14,1,,,,15.0,-7.0,12.0,1012.0,24.0,NW,241.85,0.0,0.0
2871,2872,2010,4,30,15,1,,,,20.0,-6.0,12.0,1011.0,25.0,NW,249.9,0.0,0.0
2872,2873,2010,4,30,16,1,,,,20.0,-7.0,11.0,1010.0,25.0,NW,257.95,0.0,0.0
2873,2874,2010,4,30,17,1,,,,23.0,-7.0,11.0,1010.0,25.0,NW,266.0,0.0,0.0
2874,2875,2010,4,30,18,1,,,,37.0,-7.0,11.0,1009.0,25.0,SE,4.92,0.0,0.0
2875,2876,2010,4,30,19,1,,,,34.0,-5.0,15.0,1009.0,22.0,SE,12.07,0.0,0.0
2876,2877,2010,4,30,20,1,,,,39.0,-4.0,19.0,1009.0,20.0,SE,20.12,0.0,0.0
2877,2878,2010,4,30,21,1,,,,45.0,-3.0,22.0,1010.0,19.0,SE,28.17,0.0,0.0
2878,2879,2010,4,30,22,1,,,,54.0,-3.0,22.0,1010.0,19.0,SE,36.22,0.0,0.0
2879,2880,2010,4,30,23,1,,,,62.0,-3.0,23.0,1010.0,18.0,SE,39.35,0.0,0.0
2880,2881,2010,5,1,0,1,,,,70.0,-2.0,29.0,1010.0,16.0,cv,0.89,0.0,0.0
2881,2882,2010,5,1,1,1,,,,66.0,0.0,40.0,1009.0,13.0,SE,0.89,0.0,0.0
2882,2883,2010,5,1,2,1,,,,70.0,1.0,57.0,1009.0,9.0,cv,0.89,0.0,0.0
2883,2884,2010,5,1,3,1,,,,82.0,1.0,61.0,1009.0,8.0,cv,1.78,0.0,0.0
2884,2885,2010,5,1,4,1,,,,97.0,1.0,61.0,1009.0,8.0,NW,0.89,0.0,0.0
2885,2886,2010,5,1,5,1,,,,86.0,2.0,65.0,1008.0,8.0,NW,1.78,0.0,0.0
2886,2887,2010,5,1,6,1,,,,94.0,2.0,65.0,1009.0,8.0,NW,3.57,0.0,0.0
2887,2888,2010,5,1,7,1,,,,89.0,2.0,47.0,1009.0,13.0,NW,5.36,0.0,0.0
2888,2889,2010,5,1,8,1,,,,90.0,0.0,33.0,1009.0,16.0,cv,0.89,0.0,0.0
2889,2890,2010,5,1,9,1,,,,86.0,0.0,27.0,1009.0,19.0,NW,1.79,0.0,0.0
2890,2891,2010,5,1,10,1,,,,70.0,0.0,23.0,1009.0,22.0,NW,3.58,0.0,0.0
2891,2892,2010,5,1,11,1,,,,79.0,-1.0,17.0,1008.0,25.0,cv,0.89,0.0,0.0
2892,2893,2010,5,1,12,1,,,,80.0,-1.0,15.0,1007.0,28.0,cv,2.68,0.0,0.0
2893,2894,2010,5,1,13,1,,,,69.0,-1.0,12.0,1005.0,31.0,SE,4.02,0.0,0.0
2894,2895,2010,5,1,14,1,,,,52.0,0.0,13.0,1005.0,31.0,SE,9.83,0.0,0.0
2895,2896,2010,5,1,15,1,,,,48.0,-1.0,11.0,1004.0,32.0,SE,15.64,0.0,0.0
2896,2897,2010,5,1,16,1,,,,35.0,-2.0,11.0,1003.0,32.0,SE,22.79,0.0,0.0
2897,2898,2010,5,1,17,1,,,,31.0,-3.0,10.0,1002.0,31.0,SE,29.94,0.0,0.0
2898,2899,2010,5,1,18,1,,,,37.0,-2.0,13.0,1002.0,29.0,SE,37.09,0.0,0.0
2899,2900,2010,5,1,19,1,,,,63.0,-2.0,14.0,1002.0,27.0,SE,42.9,0.0,0.0
2900,2901,2010,5,1,20,1,,,,61.0,-2.0,15.0,1002.0,26.0,SE,48.71,0.0,0.0
2901,2902,2010,5,1,21,1,,,,74.0,1.0,22.0,1003.0,24.0,SE,53.63,0.0,0.0
2902,2903,2010,5,1,22,1,,,,74.0,2.0,26.0,1002.0,22.0,SE,57.65,0.0,0.0
2903,2904,2010,5,1,23,1,,,,75.0,3.0,28.0,1002.0,22.0,SE,62.57,0.0,0.0
2904,2905,2010,5,2,0,1,,,,68.0,3.0,30.0,1001.0,21.0,SE,66.59,0.0,0.0
2905,2906,2010,5,2,1,1,,,,77.0,3.0,32.0,1001.0,20.0,SE,68.38,0.0,0.0
2906,2907,2010,5,2,2,1,,,,93.0,4.0,39.0,1000.0,18.0,SE,71.51,0.0,0.0
2907,2908,2010,5,2,3,1,,,,102.0,6.0,45.0,1001.0,18.0,SE,73.3,0.0,0.0
2908,2909,2010,5,2,4,1,,,,111.0,7.0,51.0,1000.0,17.0,NE,1.79,0.0,0.0
2909,2910,2010,5,2,5,1,,,,127.0,7.0,55.0,1000.0,16.0,cv,0.89,0.0,0.0
2910,2911,2010,5,2,6,1,,,,132.0,9.0,63.0,1001.0,16.0,NE,0.89,0.0,0.0
2911,2912,2010,5,2,7,1,,,,146.0,10.0,63.0,1002.0,17.0,NW,1.79,0.0,0.0
2912,2913,2010,5,2,8,1,,,,151.0,10.0,55.0,1003.0,19.0,NE,1.79,0.0,0.0
2913,2914,2010,5,2,9,1,,,,142.0,10.0,46.0,1003.0,22.0,NE,3.58,0.0,0.0
